"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","Index.1","Index.2","Index.3","Index.4","Index.5","Index.6","Index.7","Index.8","Index.9","Index.10","Index.11","Index.12","Index.13","Index.14","Index.15","Index.16","Index.17","Index.18","Index.19","Index.20","quality"
7.9,0.26,0.41,15.15,0.04,38,216,0.9976,2.96,0.6,10,-1.68830557964508,0.16134640506705,-0.498875615660165,-0.108655371223383,-0.0654937642101968,-0.625317250799925,0.977782504485974,1.97236928545061,0.645730867906141,-0.861432880721472,-1.29057975160871,1.88824609717546,0.261779428300567,0.308835810782092,1.13632250728033,-0.157618625649285,-0.638857104224561,2.05284002720049,-0.693390119600333,-0.683593217986743,6
8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,0.96704125928629,-0.139119630184216,-0.720709768094116,-0.648369385175317,0.830619790902334,-0.365881899883698,-0.610717372524125,0.23882386911907,0.758096169504929,0.716298121010716,1.43486781498211,0.595242907095977,-1.20146953424232,0.0962723726661694,-0.173646939948604,-1.71501838105907,-1.2480101543762,0.107247660529269,-1.70437408585042,0.121056899374949,7
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,1.29465786300367,-1.25702362519308,-0.0512194545555022,-0.541657678594418,0.613486900815942,-0.84069416132807,0.583591135846056,0.0264037569947117,-0.558516468223417,-1.67032822525065,0.326250146456919,0.604723290198832,0.116961791328758,0.70998016793786,0.122649123126102,-0.684754541354454,1.172353302037,-2.44542887839489,-0.103447821964014,0.811417552315574,6
6.1,0.36,0.33,1.1,0.05,24,169,0.9927,3.15,0.78,9.5,-1.0009269975327,-0.0283487341755937,0.600282338772004,-0.684736526232757,0.273299117241771,-1.47329974567819,-0.685796955463487,-0.814515760635036,1.00676971294534,0.595763192057306,-0.664451640900327,-0.32196936978387,-1.39680193922258,0.828673633218583,-0.849587115575706,0.762544738411979,1.23525659684868,-2.13002733795866,0.488886018916994,0.148521326931408,6
6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,0.54927090820558,0.81848142185954,0.61006169272901,-1.54069930550002,1.48144467793565,0.430728820865191,-0.591794128161767,-0.58491266038849,0.00150777283128132,-0.0460768934572465,0.197019283732655,-0.6245515199065,-0.580236336045099,0.0381411806532773,-2.8903672201209,-1.5923291252713,-1.08664495801122,-0.0735920261216643,-1.83741835299629,-0.971060340356741,7
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,0.0856465236291731,-0.40994923857925,-1.23398582391544,-1.3687603410498,0.039003499520909,0.513251894418642,-0.671302203118311,0.413349298612138,0.565891695064648,-1.92437766090759,0.181700108931188,-0.224364449384128,-1.4365627280055,-0.0405002163898496,-1.21602997074268,0.245031704166543,1.30804090730507,-0.143009594907269,0.216239567813374,0.680487786783105,7
5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,0.0506373775699825,0.706061755197202,2.46438737559485,1.2712028247933,0.790404655714548,-0.732996709339385,0.437332893713932,0.656673973933668,0.98791649146281,1.05696660488489,0.0568610124210503,-0.596400571443573,-0.247430071931936,1.18091462094012,-2.27422014107216,0.438037941459067,-0.70059757135421,-0.193057171168558,1.70698491094442,-0.022111234890826,5
6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10,-0.0184280382815421,-0.752367931619776,0.413868097281744,0.0510867185478527,1.25898569064912,-0.452744561930118,1.22557196018793,-0.32053892002965,0.961941700627927,-0.225202623593199,-0.0539244233424539,-1.59715383923741,2.40752140148731,-0.853152225416355,0.606023518042081,-0.146834489964347,-0.282366065869637,-0.263667696338822,0.331833640977678,-0.552125903311167,5
5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,1.09817495394942,-0.880378410691226,-0.141409020670812,-1.16890498497961,0.778214703350451,0.288653383927441,0.776451479432676,0.0401528163310848,-0.807988197763956,-0.131582047032028,0.891532197773868,-0.566766636244313,-0.226942365537626,-0.948784138417266,-1.54514667878359,0.790098267330008,0.622109794726555,-0.662851735668137,-2.11485761213143,-0.155880986861952,7
7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,1.05649744666675,-1.15104552450476,0.438386283255569,0.267446560409105,-0.737312906412885,-0.458949192256668,0.837898968825437,-2.21259226697932,-0.605591254531897,0.547719471188168,-0.175112813417243,0.0710366533450647,-0.319276763515433,-1.92978463125727,1.75919212204643,-0.0406834026956875,0.458420929461462,0.89370794928456,1.31760679086054,-1.41036624054797,6
6.8,0.2,0.25,6.2,0.052,22,106,0.9935,3.09,0.54,10.8,-1.21764712402242,-1.4824482401509,0.856747539404644,0.776949667321124,0.404682312406059,0.175024884438356,0.555642779600695,-0.27042889204203,-0.850546260159325,-0.278495085100439,-0.145817873994315,-0.0194270825337011,1.30769990212234,1.18174341906702,-0.976409021798213,1.50083996524857,1.13175547392895,-0.370525218306212,0.239333294043094,0.251092205050496,5
5.4,0.31,0.47,3,0.053,46,144,0.9931,3.29,0.76,10,-0.348403434541013,-0.641613602095519,1.18048497344484,-0.139165465635159,0.599882806050552,2.24322843871976,0.924697445297329,0.340609770922023,-0.630733744317593,0.579304763520889,-1.23605981761315,0.995157852889038,1.2211403874109,1.01830205663623,-0.442154708283158,0.181420786655835,-1.62040452057966,0.14603871861741,2.17679757957096,1.46990637806281,5
7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,-0.261504699826945,0.180219051235986,-0.664522932462039,-1.73975166844454,-0.234624742284333,0.697167289946479,-0.197594641446504,2.18244711045314,-0.721558547232775,-1.89994772548697,-0.999064601094234,-2.32405326162243,0.464173417117053,-1.0395108119645,-0.116240858047009,0.134865309180832,-0.951260142175146,0.388627921599969,1.29727588925989,-0.675535331271413,6
6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,-2.94716851138189,-1.89133465938198,0.498876920486271,0.304184782466718,-1.2677209887101,0.940276972263792,0.576913609954062,1.02570629042128,0.192544923628381,-0.326637179578041,-0.110572446429153,-0.0641928156442285,1.47629819869345,1.78660502861088,-1.08266169634604,0.786972080727184,-0.720161235316612,1.16094950693994,-0.129618644921538,0.848932193260706,7
6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,2.2314272278792,0.284713332207316,-0.373236550955402,1.37035093949033,-0.667244123220645,-2.18701077799769,1.81779609877399,-0.580676617673632,-0.818370837841932,0.147814155656681,2.54041787721085,-1.08399275610547,0.233485319383728,0.314686876545044,0.831845613264659,-1.83479348853103,1.92258475690209,0.755761640041693,-0.673635364364627,0.821821899686979,5
6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,-1.57961481146871,-0.239195772542997,-0.787260036383663,-0.412396941273513,-0.236288701866842,0.125111664798294,-1.19782599235196,0.173822314851855,-1.38536217353675,0.0700939358634347,-2.12386706514808,-2.6603130570666,-0.236716249835529,-0.417128190759426,-1.61959208567073,-1.70000901621088,-0.842398676172134,0.982123594730146,-0.222312502330692,-1.66498870689237,5
7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,-0.18494211057482,2.33980243402692,0.140005458758755,-0.729550104875491,-1.01672192979606,2.2619332900866,-0.325525710597237,-0.734716226343563,0.390511302681909,-0.211498671689992,-0.907266566790301,0.532454027602982,-0.74988668768497,-0.469932398893037,1.15077533297471,-0.229186484537973,1.36430952751113,-1.97381710964934,-1.52016636597025,-0.490378083395325,7
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,0.694672238230173,-0.335697028535224,-0.131044172759681,0.238181050796431,0.855074410290372,0.34018745070037,0.143200995574614,-0.753326598019134,-0.11398895835266,-0.0995157527346741,0.395082829004472,-1.17414175020727,0.178280062471435,-1.83389508933977,-0.934423836820127,-0.456952553724744,-0.742635621402262,-0.202696669565495,0.878007224533471,1.90187296117928,6
6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4,0.757017016768628,-0.878245580166549,-0.129659641434526,-0.899081579845023,1.89328476801705,0.325678048113017,-0.968396130918527,0.249998091826255,0.62828207844757,-0.442765560592003,-0.0755017761833975,-0.906699295479282,0.972649575641173,-0.646977079379077,-1.49762090547973,-0.0522062581788351,-1.43250180483958,0.318893868614991,2.3702692798663,0.118632419741857,6
8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,-1.25173167013573,0.0231356765617424,-2.4539568537842,0.152793984982999,-0.901378372000664,0.700894225810644,0.116028045745018,-1.2664467515968,-0.059538225158202,0.309293524209831,-0.0958381198023271,1.76279716865388,0.95154273094358,-0.473740126841232,3.25169770767779,0.0409548145762846,0.509565166770578,0.0650299910893322,-0.818861420169314,-1.56567419886247,3
6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,-0.112911960349057,-0.321332063094023,2.74323548667263,-1.71982690144516,2.27121067589233,-1.54563149580132,0.0687634529740411,-0.352969672341247,0.537700873092134,-0.0640203882063596,0.514877203231535,0.840944316342324,1.44379880194418,-0.884563533214384,2.47739554060605,-0.0334862007368899,-0.116565893803336,-1.39969995777827,-0.451926037391653,1.30503471361521,4
7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,0.679568834398063,-1.28695039431756,-0.00544687310065533,-0.429683619578447,-0.201238066907287,0.377615741371525,-0.040268061746956,0.242758614285128,0.137337562229765,-0.31234646904073,-2.14584710049704,-0.80707470284739,1.17828734325669,-0.408218258733612,0.307790703759196,0.236155192221662,0.251450495290123,0.885270239137802,1.42635864676767,0.313706807272222,5
7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,0.921660581134509,-1.84665775473898,0.888347148985226,-0.33147997149225,-0.821866648096157,-1.00311581972714,-0.134428822893747,1.52554506191698,0.933268856889511,0.279139312928134,0.497796293610452,0.208870017593497,0.00752178409559901,-0.224785891813562,-1.85504926578137,2.16832308098102,0.321856769444032,-0.295203806906715,1.13540872011682,0.634858236125094,7
7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,-1.75260542466594,-0.0189321463055085,-0.166879118932619,-0.635361762108989,-0.295269272973302,-1.25540754232245,-0.535558495092447,-1.57225492755645,-2.58326204125932,0.895487081023679,-0.876814516461517,-0.927268218456145,-1.59978818843426,-0.336261006171033,1.69013672576139,0.998202754221636,-0.435579983644879,0.219597667367314,-0.253567807216773,0.948017775652871,5
7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,-1.06785312344493,-0.271141484360511,0.501156913838268,-0.684903257933597,-0.293452248578005,-1.00738917948683,-0.266931443168476,0.230257055545625,-1.67328485461537,0.594978077960606,-0.12031190968563,0.0630327776957197,1.88887908439283,0.0601213162966552,0.0946651702060418,0.0907640162692699,-1.07890163743624,0.158702815345591,1.06594100330543,-0.0328512420483667,7
7.3,0.2,0.37,1.2,0.037,48,119,0.992,3.32,0.49,10.9,-1.10388640750489,-1.60575283208472,-2.24520808420882,-0.619785372112801,1.27922656572992,1.29353429308582,0.162632642147507,1.61637233619132,-0.636273419968685,2.85005233934336,-0.326536591790091,0.996140975661486,-1.14900718959636,-0.524677123538605,-0.461232809737374,-0.577076725066961,1.38254599533149,-0.259879518986073,0.149096505335198,-0.169759380767505,6
6.4,0.34,0.23,6.3,0.039,37,143,0.9944,3.19,0.65,10,-2.3466672247687,1.21793313748747,-0.161934045790815,-0.605973848245143,0.404384755764897,0.503193113538264,-0.572752584501254,0.098142311983146,-0.174949630166061,-1.34611753420383,-0.854841458869662,0.890616512678021,-1.53227776659992,1.56504918079979,-1.55757581095667,0.422489439584747,1.92089626845388,0.793369226130292,1.00222337364429,-0.430660726435104,6
5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4,-0.110429690017009,0.124783201149337,0.050812421077106,0.209789981064588,-1.10555211295355,-0.205213105965087,-0.178730931166419,-0.502739074281903,0.199083193556821,-0.975993966156236,-2.00972680359044,-0.644802211554856,0.690963246016059,0.603844877975011,0.00354875210539194,-0.519618789905797,0.982972597473698,-0.429514142159709,0.552441543310421,-0.898375578492592,6
7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,-0.23540412823914,0.519624567823447,-0.842996955710332,-1.19395270681721,-0.497143548324073,-0.370665559519543,-0.713101462741568,1.05639391279304,0.366750496164688,1.01684439527076,0.12572940518514,2.40949708819533,-1.39037467543767,0.858238529210668,-0.772605023033054,1.07534423449372,-0.856940983713766,0.0687355547404307,-2.15378259523466,0.75808442975374,7
6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,1.62233452269322,0.0999515245976803,0.996791286875452,-0.408877865514063,0.237213964586324,-0.478984359728526,1.7514109259992,-0.491422588681659,0.409993203947046,0.792896811917061,-0.313042974736612,0.302786211237511,-0.322276714715574,-0.0763586097435507,-0.607784094110972,0.666639511040014,-0.929678642461811,0.0622877822277125,0.478302501208217,-0.218704962198784,6
6.5,0.19,0.28,1.4,0.046,22,90,0.99038,3.18,0.51,11.7,1.47208449959178,2.09379183512024,2.94931847409869,-1.18442813574504,0.408587324829118,0.00992757948281371,1.65860429864965,-0.662484229119755,-0.046715552137836,0.410895551330431,0.235277240021968,-2.1905811187397,-0.179513697648346,0.73639237289517,-0.335303602810946,-0.603663095114657,-0.959501314385861,0.834969301767549,0.970427940118426,0.831276288449328,7
7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,-0.0110658934352261,0.550127638815549,-0.216529712470977,0.0437918454757134,0.357753766501723,0.0982675750760077,-0.770778273513371,0.61134542484543,-0.43734107094047,0.137395572549904,1.11286441169754,-0.877868792647434,0.122642348614254,1.57356832418703,0.375561058914518,1.39297253687281,-0.071070512892324,-0.560986148307872,2.15791851537934,0.431538340973998,5
8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,-0.226325773894068,0.948306018653606,-0.426871321396981,1.09519909880715,1.6397102152624,0.63600766925169,-0.0413644590488244,0.493607321715487,0.26512727983796,-0.451017271105955,-0.891322055576426,0.206731803341326,0.777194406225673,1.80350355628593,0.962329704166497,1.1815834482099,-0.193642517478339,0.108626278881901,-0.774143260588284,1.00401282014627,6
6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,-1.13419989053041,-0.0676277666593771,-0.104030516177652,0.301428797854694,0.266385955071608,0.936443055707132,-0.760959923478797,1.19184709443379,-0.37555860072608,0.520354737075342,1.91820888025467,-0.232240590266536,-1.02055957707651,-0.200797458876956,0.0313920655482612,-1.65728049119921,-0.0603684979057261,-1.51166605694454,-0.287575265004432,0.100812991684465,7
6.4,0.31,0.53,8.8,0.057,36,221,0.99642,3.17,0.44,9.1,-0.898263788173674,-1.15969040783048,1.09001843711567,1.44500613402081,-0.217363549484167,-0.446973628232009,1.13892474893003,-1.34907627612669,-0.851242135045634,0.483401703655336,0.260210925277074,-1.18796814277655,0.118809818135163,-1.52512966861754,-0.417874346671973,-0.00675617661276963,1.49377915626806,0.811915066662522,-0.0440281829880075,0.66423350656745,5
8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,-0.229268422932362,0.522994923910452,0.537193511488633,0.349853414968575,-1.21601474145438,-2.32055382262054,0.572273271758853,0.393977307382575,-0.981193106318503,-1.43138669082348,1.85533526063061,0.822971474682012,-0.621995876683778,-1.51782221519499,2.11364106368896,0.730257837649797,-0.0505467133087238,0.416040107241379,0.340860816995936,1.44190098724888,5
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,0.643234655146876,0.389418492700447,0.676700356451228,1.56791164114683,0.0327142446956928,0.993015787670207,0.577944131196622,-0.149490124079244,-0.286777457366908,1.66761668450035,-0.356839460278262,0.747053499333256,-1.50924666402036,-1.65171020561912,0.00753562692815583,-1.40903139977244,2.03858978798378,0.0173240180843956,0.581725069037358,-0.0165624440356863,6
6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,2.2805126251819,0.345722726743397,0.782168915435358,1.16360541257415,-0.526399042645374,1.15188136465013,-0.919361579790806,0.781515547099853,0.267408457446516,0.297119344717385,-1.28966462410341,0.656528100233559,-0.658295406988054,1.15762381066958,-0.185691287986282,0.515885535872946,1.12461647129809,-0.601079741062529,0.758403180823563,-0.031089559262259,5
6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,1.08178351008988,0.604440635372459,0.0257661985714606,0.455522690214092,0.260157430668273,-0.0520504773660641,0.289092632921269,-0.438379862595896,0.56005750961008,-0.746620220969954,-0.337333539811556,0.317321144819848,-0.925293752151003,0.621777012602828,1.06388904221395,-0.266135783736345,0.8474430901715,-0.103980142701488,-1.51015424266506,0.408424942767991,6
5.9,0.36,0.04,5.7,0.046,21,87,0.9934,3.22,0.51,10.2,0.416286879697865,1.48939342123745,2.09895339645548,0.0184465850724974,-1.00521416026621,-0.596969134491033,1.03559268121088,0.662793382101694,-0.356692845550512,-1.93145962237702,1.2912569375463,0.168913991205764,-1.49832566324852,-1.17796831459619,-0.077355554980659,-0.128518591792546,-1.56641853269701,-1.06711845605451,0.10141279433301,1.23490177189696,5
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,0.112111369383882,1.17942465994985,0.404995143502993,-2.59804520539193,0.996865760364034,-0.0583108308845347,0.182991967636374,-1.28120858055392,1.49737723279596,-0.626361605575537,-0.218020999153884,-0.445185749927037,-0.19075997790501,-0.313606653795818,-0.318980971393726,0.169062620898285,0.637312960892339,-0.743989379972362,1.00122171716048,-0.280883421938559,6
5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,0.180807146457628,0.243813567197313,2.31609934488853,-0.870470865084473,0.0849496726374945,0.366072294274245,2.0506652189851,0.133979794330116,-0.90912657541597,0.564344130946705,0.783810803722327,-0.954471034968656,1.05133148839402,0.115207024167314,-1.65565652614286,1.2859651623714,0.122064396092367,-2.23641382841953,1.34758536606947,-0.676424460439886,5
7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,-0.339864146702379,0.0531121587292586,-0.678327769910885,-0.933939430818843,0.581532805107472,0.472835809558503,-1.07415324589615,-0.06263720035396,0.0959154945389645,0.734744044534816,-1.58956849605351,-0.507395382854302,-0.795599918947429,0.819375787328037,0.381657428543983,-0.113984571765701,0.875014119254152,1.09472929327141,1.46056767644047,-1.39023208926577,5
7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,0.62273426818977,-0.041997460932341,-1.11681871916457,1.0013093340525,1.19338299899324,0.402422974177648,-0.675370711393278,0.451659326931933,-0.483315550093764,0.816784434378539,0.413795203683956,-0.699677086768705,-0.906083429050584,0.780036662423704,-0.320606933169098,2.51180527635254,-0.452456603476745,0.59894857547651,0.00178360423187009,-1.61471741681268,6
5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,-0.910182523936567,-0.3608245678553,0.482929343181461,-1.20502317512961,0.852539856610437,0.387239997918756,-1.60261095063462,2.53188819771735,-0.393804277017113,-1.18980743281532,0.280704599013806,-0.551969555762149,0.174799835080326,1.08486876841698,1.23236067405426,0.617515490614938,-0.0472856703225217,0.72252842809082,1.48511976592254,0.23242977645518,7
7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8,-0.471314278293249,-1.26832303844765,-0.457398994469779,-0.571639974956686,0.829303853537089,-1.1628845824776,1.59232745995075,0.683885891994418,0.767655948348903,-0.303868229087084,-1.91187651043829,0.254677593533003,0.121126549606171,-0.395776056168362,1.54862744943176,0.0788232912334881,0.024041246267067,-3.22751322004891,-2.39640692321682,2.8024956977132,6
5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,0.126827851713207,2.13155116390408,-0.782180431722042,-1.67078396275629,0.0813246306704545,0.22926631611799,0.0761568824324784,3.74829291697628,-1.90321422788033,0.0179974747118325,1.60718486285867,-0.745459361140204,-1.37465017416395,-0.053069194167857,-0.735494467023552,0.843084475590311,-0.832372979317768,0.257986286179413,1.08613220001645,-0.1143091236308,6
8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,0.147227783644067,0.14438039865729,1.46348232833667,-0.917291882049059,0.53843675438924,-1.35698559671375,0.509596999867743,-1.92684555594813,0.342030833194085,-1.60136995173831,0.742050198854187,-1.01138295601637,-1.04382084766717,-0.317990068075611,-1.83998512922839,1.02217760703757,-0.678255739765564,0.5161528622307,-0.159193559138743,-1.20796961582567,7
6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,-0.787600392386084,-0.23501593401883,-0.0954942085897661,1.12555801396725,0.567666423896508,-0.00829271617440058,1.57104387522136,-0.334780767249327,-0.9132073527474,-0.12806265584588,0.10897075229063,-0.572974914520967,-0.81928887021669,0.315219412384494,1.00497516299722,-0.619455396408291,-0.0312462226224983,-0.385734373515649,-0.300464526039066,2.16295362938983,7
6.1,0.25,0.18,10.5,0.049,41,124,0.9963,3.14,0.35,10.5,1.06632920088036,-0.017039941486897,0.66683876730488,-1.03308515492163,1.12034640477403,0.294699224188896,-0.435114245522963,-0.0993448999922413,-0.253427463803718,-0.147983256712513,-0.336299091053901,0.686325704427105,1.30832377396622,0.300583422674978,-0.387460867955006,-0.696958840849017,-0.340088523689679,-0.289102727921149,0.1652422103172,-1.38391015124099,5
7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,-0.29753571730664,-0.67748291245986,-0.277708423570043,1.13935873532563,1.08963364967825,-0.0937003648693115,0.533978688668505,-0.148387145010292,1.31684762132499,1.19289311722304,0.57275606611662,0.118146938261802,0.921360051677626,-0.173235337852439,-1.17935465174945,-0.23265858934085,-0.44871156003552,0.0368614919308103,0.677982725717537,0.49351556363608,6
6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,0.338661618781937,0.327028544845144,1.95704507110487,0.560548006444713,-1.15575017345493,-0.929313516097928,-0.871526873993393,0.941218890516075,-0.177627394208063,-0.0358113641229082,0.0489570928813802,1.01506356292259,-0.187667556812211,1.66498261200153,1.49633646775763,1.05935620772397,0.435756073291111,-1.19358911730639,0.387127173600334,1.16132893009131,6
7.1,0.33,0.18,6.3,0.094,27,166,0.99474,2.9,0.49,9.5,-0.768834334708718,0.0687397797652044,0.911508984733185,0.0854846846594548,0.879822406805418,0.45794382845711,-0.568785110015835,-0.0503679750843973,1.14188791741051,-0.288404592072918,0.609161094084354,-0.337859852320127,0.831253280112624,-0.17920667215649,-0.981820022816566,-0.0626828491029679,-0.5153922348794,0.732100051328889,0.425095534402458,-0.537643620650632,5
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,0.195084717831566,0.526385884139927,1.5454904026399,-0.0327126657219245,-1.34034563440089,-1.14563530281637,0.458539072790773,1.88142349803816,0.242917204134687,-0.689376321852766,0.17535224644041,-0.406377943617403,1.96617905860872,0.821891817990055,0.1441275131769,1.23535278080219,0.141379867164395,0.501913715021124,1.33432778685068,-0.000670791687975134,6
5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,-1.51003936024466,0.520825690085336,-0.214350138074158,0.652995686768939,-0.820361922499905,-0.0343551432680273,0.571686199641778,0.0945096854825016,0.20855638109634,0.136295213193042,0.33418968695378,-0.539593986237274,0.00514436060167094,-1.65395123498514,-0.846732449074668,-0.304584564866214,0.944792217930896,0.180490715349589,-1.27224834737538,-0.756471772606702,5
7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,-1.35873556229279,-0.752007516868492,1.2078258894384,-0.397876338848232,0.440207287357885,-0.282793652276445,-0.844403311664875,1.08793967107588,-0.0118719470407516,1.66803968567033,-0.143209133403622,-1.10601978263203,-0.902752471173249,0.539644941027859,-0.00023429467431912,-0.310640460238688,0.129882153228187,0.711261357549829,0.529013045390652,0.433815533625861,7
7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9,0.761057371164444,-0.991254323082021,0.0217925545962121,-0.0860795293428052,-0.846892417806963,-0.769483468075771,0.816330432379671,0.654274870139006,1.54230981895862,-0.673535080303813,0.676665673740039,-1.20492379347323,0.753358804214535,0.776246299394987,-1.67209333263518,-1.39944026510518,-1.19842927882616,-2.35173769827029,-1.43232071648076,0.815400441340313,7
7.5,0.28,0.39,10.2,0.045,59,209,0.9972,3.16,0.63,9.6,-0.0821089773928505,-0.850692178612374,-0.80457599730307,-1.59157609324854,0.636739698481659,-1.62123303786829,0.168388526724195,-0.476689103568497,-0.310191001194859,-1.20348616411456,-0.376959271861438,-0.479848069213938,-0.274432097565081,-0.302109577223011,1.30742588381513,0.127394366912611,-2.01724210071988,-0.209344907485201,0.178046888907469,0.823275580107852,6
7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,-0.669695034299926,0.806831888707922,-0.777184985575756,-0.354916878448339,0.732708339190056,-0.635592641795941,0.80202970013071,1.0288583396565,0.160752691753953,1.98091643636739,0.434433439560727,-0.899906692476802,0.237703841944375,-0.0045149540108924,-0.970905856996023,-0.389602691415146,1.01214442055299,-0.179633589840403,1.41103726954378,-0.6670735007098,6
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,0.681424657083635,1.23203301248709,-1.12637038294268,0.445760251132143,-0.00360489193384257,0.0129873724659183,0.130516886090633,0.722566770792963,-1.36137126510551,-1.72815901597848,0.517070739575809,0.990322547434388,0.706537756110978,0.550222936983428,0.275206174583833,0.219638992871085,1.30274006144027,-1.11066264801243,0.714343361592576,-0.079567940776732,7
7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,0.297463000519441,0.894267399356225,-0.174651920354425,0.668553352869458,-1.39228626643569,1.67140454800945,0.673451488002406,2.3924809635909,-0.611967112935241,0.991393251765259,-0.546925670449941,0.507315766796966,0.118206143094547,-0.603406391568487,-1.73665173454656,-0.856943680176991,-0.945135097214947,1.51143536790068,0.497389611826018,-0.635917609718671,6
5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,-0.0133727674103907,0.280135786050731,0.607598926283324,0.682424119642722,0.015445316063723,-0.471093886134696,2.66716534606053,1.10380973795673,0.481136332507693,1.40954106031472,0.112180555987425,1.43146131778823,1.37888878058912,-0.0711021917524234,0.209838326321894,-1.03292751273192,-0.294681202289952,-0.822769563201294,-0.39823991208156,0.620204113814215,6
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,-1.49661555617763,-0.315721453287481,-1.25274914540135,1.04054006551005,-0.406119127294366,1.75993108819079,0.373380877415289,-0.253862407818284,0.491266979699977,-0.183987934964,-0.459399887134482,-0.498989529123962,0.0616465778144556,-0.217805589374403,0.195539834909414,2.18690027532039,-1.16642603261894,0.770306468703777,-0.98518038560514,0.604718952749429,6
6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,0.560964634707947,-1.04824044966309,-0.53268667941471,0.312101200061017,-1.08265886256315,0.783342291622537,-0.836792946807962,0.758681429234406,-0.288729150094645,0.747035456924783,1.99589087457013,-0.115248182795945,1.45728356165323,1.44862401102942,-1.06977164789032,1.35229572817329,1.00007393408243,-1.6087687511589,1.77111061190982,-2.41859387072565,5
