State,Case number,Vehicle count,Person count
North Carolina,370616,1,1
North Carolina,370617,1,1
North Carolina,370618,1,1
North Carolina,370619,2,5
North Carolina,370620,1,2
North Carolina,370621,1,2
North Carolina,370622,2,4
North Carolina,370623,2,2
North Carolina,370624,2,3
North Carolina,370625,1,1
North Carolina,370626,2,4
North Carolina,370627,1,3
North Carolina,370628,1,1
North Carolina,370629,3,4
North Carolina,370630,3,8
North Carolina,370631,2,8
North Carolina,370632,1,1
North Carolina,370633,1,1
North Carolina,370634,1,1
North Carolina,370635,1,2
North Carolina,370636,2,2
North Carolina,370637,1,1
North Carolina,370638,1,1
North Carolina,370639,2,2
North Carolina,370640,2,2
North Carolina,370641,2,2
North Carolina,370642,2,2
North Carolina,370643,2,3
North Carolina,370644,1,1
North Carolina,370645,1,4
North Carolina,370646,2,4
North Carolina,370647,1,2
North Carolina,370648,1,3
North Carolina,370649,2,2
North Carolina,370650,1,1
North Carolina,370651,1,1
North Carolina,370652,1,1
North Carolina,370653,1,1
North Carolina,370654,2,3
North Carolina,370655,2,3
North Carolina,370656,1,1
North Carolina,370657,1,2
North Carolina,370658,1,1
North Carolina,370659,2,2
North Carolina,370660,1,1
North Carolina,370661,2,2
North Carolina,370662,1,1
North Carolina,370663,2,2
North Carolina,370664,1,1
North Carolina,370665,2,5
North Carolina,370666,2,2
North Carolina,370667,2,2
North Carolina,370668,3,3
North Carolina,370669,2,2
North Carolina,370670,2,3
North Carolina,370671,2,12
North Carolina,370672,2,2
North Carolina,370673,3,4
North Carolina,370674,1,1
North Carolina,370675,1,1
North Carolina,370676,2,2
North Carolina,370677,1,2
North Carolina,370678,1,1
North Carolina,370679,4,5
North Carolina,370680,1,1
North Carolina,370681,2,3
North Carolina,370682,2,3
North Carolina,370683,2,2
North Carolina,370684,1,2
North Carolina,370685,1,1
North Carolina,370686,1,1
North Carolina,370687,1,1
North Carolina,370688,1,1
North Carolina,370689,2,2
North Carolina,370690,2,3
North Carolina,370691,1,1
North Carolina,370692,2,3
North Carolina,370693,2,2
North Carolina,370694,3,10
North Carolina,370695,1,1
North Carolina,370696,1,1
North Carolina,370697,1,2
North Carolina,370698,2,3
North Carolina,370699,2,3
North Carolina,370700,1,1
North Carolina,370701,3,5
North Carolina,370702,2,2
North Carolina,370703,1,1
North Carolina,370704,1,1
North Carolina,370705,1,1
North Carolina,370706,1,1
North Carolina,370707,1,1
North Carolina,370708,1,1
North Carolina,370709,1,1
North Carolina,370710,2,2
North Carolina,370711,2,7
North Carolina,370712,2,6
North Carolina,370713,2,2
North Carolina,370714,1,1
North Carolina,370715,1,2
North Carolina,370716,1,1
North Carolina,370717,1,1
North Carolina,370718,1,1
North Carolina,370719,2,2
North Carolina,370720,1,1
North Carolina,370721,2,3
North Carolina,370722,1,4
North Carolina,370723,1,1
North Carolina,370724,1,1
North Carolina,370725,1,1
North Carolina,370726,2,3
North Carolina,370727,3,4
North Carolina,370728,2,2
North Carolina,370729,1,1
North Carolina,370730,2,2
North Carolina,370731,1,2
North Carolina,370732,2,4
North Carolina,370733,1,2
North Carolina,370734,1,2
North Carolina,370735,2,3
North Carolina,370736,1,1
North Carolina,370737,2,3
North Carolina,370738,1,1
North Carolina,370739,1,2
North Carolina,370740,1,1
North Carolina,370741,1,3
North Carolina,370742,2,3
North Carolina,370743,2,2
North Carolina,370744,1,2
North Carolina,370745,2,2
North Carolina,370746,1,1
North Carolina,370747,2,2
North Carolina,370748,1,1
North Carolina,370749,1,1
North Carolina,370750,1,1
North Carolina,370751,1,1
North Carolina,370752,1,1
North Carolina,370753,2,3
North Carolina,370754,1,1
North Carolina,370755,2,2
North Carolina,370756,2,2
North Carolina,370757,2,2
North Carolina,370758,1,1
North Carolina,370759,1,1
North Carolina,370760,2,2
North Carolina,370761,1,3
North Carolina,370762,1,1
North Carolina,370763,1,2
North Carolina,370764,1,1
North Carolina,370765,2,2
North Carolina,370766,1,1
North Carolina,370767,1,1
North Carolina,370768,2,3
North Carolina,370769,1,1
North Carolina,370770,2,2
North Carolina,370771,2,3
North Carolina,370772,2,3
North Carolina,370773,1,1
North Carolina,370774,1,1
North Carolina,370775,1,7
North Carolina,370776,1,2
North Carolina,370777,2,2
North Carolina,370778,1,1
North Carolina,370779,1,1
North Carolina,370780,1,1
North Carolina,370781,1,1
North Carolina,370782,2,2
North Carolina,370783,3,3
North Carolina,370784,1,2
North Carolina,370785,1,2
North Carolina,370786,1,1
North Carolina,370787,1,1
North Carolina,370788,1,1
North Carolina,370789,1,1
North Carolina,370790,2,3
North Carolina,370791,1,4
North Carolina,370792,2,3
North Carolina,370793,1,1
North Carolina,370794,1,1
North Carolina,370795,2,5
North Carolina,370796,1,1
North Carolina,370797,1,1
North Carolina,370798,2,2
North Carolina,370799,2,2
North Carolina,370800,1,1
North Carolina,370801,5,7
North Carolina,370802,1,2
North Carolina,370803,1,2
North Carolina,370804,1,4
North Carolina,370805,1,3
North Carolina,370806,2,4
North Carolina,370807,1,1
North Carolina,370808,1,1
North Carolina,370809,2,2
North Carolina,370810,1,1
North Carolina,370811,2,3
North Carolina,370812,1,2
North Carolina,370813,3,3
North Carolina,370814,2,2
North Carolina,370815,1,7
North Carolina,370816,1,1
North Carolina,370817,1,1
North Carolina,370818,1,1
North Carolina,370819,1,2
North Carolina,370820,2,2
North Carolina,370821,1,1
North Carolina,370822,1,1
North Carolina,370823,1,1
North Carolina,370824,2,3
North Carolina,370825,4,7
North Carolina,370826,2,3
North Carolina,370827,2,2
North Carolina,370828,1,1
North Carolina,370829,1,1
North Carolina,370830,2,2
North Carolina,370831,1,1
North Carolina,370832,1,1
North Carolina,370833,1,1
North Carolina,370834,2,2
North Carolina,370835,1,1
North Carolina,370836,1,2
North Carolina,370837,1,1
North Carolina,370838,7,8
North Carolina,370839,1,3
North Carolina,370840,1,1
North Carolina,370841,3,6
North Carolina,370842,1,2
North Carolina,370843,1,1
North Carolina,370844,2,7
North Carolina,370845,2,2
North Carolina,370846,1,1
North Carolina,370847,2,3
North Carolina,370848,2,5
North Carolina,370849,2,3
North Carolina,370850,1,1
North Carolina,370851,1,2
North Carolina,370852,1,1
North Carolina,370853,3,6
North Carolina,370854,1,1
North Carolina,370855,2,2
North Carolina,370856,3,5
North Carolina,370857,2,3
North Carolina,370858,1,3
North Carolina,370860,1,2
North Carolina,370861,2,2
North Carolina,370862,1,2
North Carolina,370863,1,1
North Carolina,370864,1,2
North Carolina,370865,1,1
North Carolina,370866,2,4
North Carolina,370867,2,2
North Carolina,370868,1,1
North Carolina,370869,1,1
North Carolina,370870,1,1
North Carolina,370871,1,1
North Carolina,370872,1,3
North Carolina,370873,1,1
North Carolina,370874,2,3
North Carolina,370875,1,1
North Carolina,370876,1,1
North Carolina,370877,2,2
North Carolina,370878,2,3
North Carolina,370879,2,3
North Carolina,370880,1,1
North Carolina,370881,2,2
North Carolina,370882,2,2
North Carolina,370883,1,1
North Carolina,370884,2,6
North Carolina,370885,1,1
North Carolina,370886,1,2
North Carolina,370887,2,2
North Carolina,370888,1,1
North Carolina,370889,1,1
North Carolina,370890,1,1
North Carolina,370891,1,1
North Carolina,370892,1,1
North Carolina,370893,1,2
North Carolina,370894,1,1
North Carolina,370895,2,2
North Carolina,370896,2,2
North Carolina,370897,2,4
North Carolina,370898,2,2
North Carolina,370899,2,2
North Carolina,370900,1,1
North Carolina,370901,1,1
North Carolina,370902,2,2
North Carolina,370903,2,2
North Carolina,370904,1,1
North Carolina,370905,1,1
North Carolina,370906,1,1
North Carolina,370907,2,6
North Carolina,370908,1,1
North Carolina,370909,1,2
North Carolina,370910,1,1
North Carolina,370911,6,10
North Carolina,370912,1,1
North Carolina,370913,2,3
North Carolina,370914,1,2
North Carolina,370915,2,2
North Carolina,370916,1,1
North Carolina,370917,1,1
North Carolina,370918,2,5
North Carolina,370919,2,2
North Carolina,370920,2,2
North Carolina,370921,1,1
North Carolina,370922,2,2
North Carolina,370923,1,1
North Carolina,370924,1,1
North Carolina,370925,1,1
North Carolina,370926,1,1
North Carolina,370927,1,1
North Carolina,370928,1,1
North Carolina,370929,1,1
North Carolina,370930,2,4
North Carolina,370931,3,4
North Carolina,370932,1,1
North Carolina,370933,2,2
North Carolina,370934,1,1
North Carolina,370935,1,1
North Carolina,370936,2,3
North Carolina,370937,3,4
North Carolina,370938,2,3
North Carolina,370939,2,2
North Carolina,370940,1,5
North Carolina,370941,1,1
North Carolina,370942,2,2
North Carolina,370943,1,1
North Carolina,370944,2,2
North Carolina,370945,1,1
North Carolina,370946,1,1
North Carolina,370947,2,4
North Carolina,370948,1,34
North Carolina,370949,3,4
North Carolina,370950,2,4
North Carolina,370951,1,1
North Carolina,370952,1,1
North Carolina,370953,3,6
North Carolina,370954,2,2
North Carolina,370955,2,2
North Carolina,370956,1,2
North Carolina,370957,1,1
North Carolina,370958,1,2
North Carolina,370959,1,3
North Carolina,370960,2,2
North Carolina,370961,1,1
North Carolina,370962,1,1
North Carolina,370963,1,1
North Carolina,370964,2,2
North Carolina,370965,2,2
North Carolina,370966,1,1
North Carolina,370967,1,1
North Carolina,370968,1,1
North Carolina,370969,1,1
North Carolina,370970,3,3
North Carolina,370971,2,2
North Carolina,370972,2,2
North Carolina,370973,1,2
North Carolina,370974,1,3
North Carolina,370975,1,1
North Carolina,370976,1,1
North Carolina,370977,2,1
North Carolina,370978,1,1
North Carolina,370979,1,2
North Carolina,370980,1,1
North Carolina,370981,2,3
North Carolina,370982,1,1
North Carolina,370983,1,1
North Carolina,370984,2,2
North Carolina,370985,2,2
North Carolina,370986,1,1
North Carolina,370987,2,3
North Carolina,370988,1,1
North Carolina,370989,1,3
North Carolina,370990,1,2
North Carolina,370991,2,5
North Carolina,370992,2,3
North Carolina,370993,2,5
North Carolina,370994,3,5
North Carolina,370995,2,2
North Carolina,370996,1,2
North Carolina,370997,2,2
North Carolina,370998,1,1
North Carolina,370999,2,2
North Carolina,371000,2,2
North Carolina,371001,1,1
North Carolina,371002,1,1
North Carolina,371003,2,2
North Carolina,371004,1,3
North Carolina,371005,1,1
North Carolina,371006,1,1
North Carolina,371007,1,2
North Carolina,371008,1,1
North Carolina,371009,1,1
North Carolina,371010,5,7
North Carolina,371011,1,2
North Carolina,371012,2,1
North Carolina,371013,2,2
North Carolina,371014,3,3
North Carolina,371015,2,3
North Carolina,371016,1,1
North Carolina,371017,2,3
North Carolina,371018,2,2
North Carolina,371019,2,4
North Carolina,371020,1,1
North Carolina,371021,1,2
North Carolina,371022,1,1
North Carolina,371023,1,1
North Carolina,371024,1,3
North Carolina,371025,1,1
North Carolina,371026,1,1
North Carolina,371027,1,1
North Carolina,371028,1,4
North Carolina,371029,2,3
North Carolina,371031,1,1
North Carolina,371032,2,3
North Carolina,371033,2,2
North Carolina,371034,2,2
North Carolina,371035,1,1
North Carolina,371036,2,6
North Carolina,371037,1,1
North Carolina,371038,2,5
North Carolina,371039,1,1
North Carolina,371040,1,1
North Carolina,371041,1,5
North Carolina,371042,9,1
North Carolina,371043,1,2
North Carolina,371044,2,2
North Carolina,371045,1,2
North Carolina,371046,2,2
North Carolina,371047,2,3
North Carolina,371048,1,1
North Carolina,371049,1,1
North Carolina,371050,3,4
North Carolina,371051,2,2
North Carolina,371052,2,2
North Carolina,371053,1,1
North Carolina,371054,1,1
North Carolina,371055,1,1
North Carolina,371056,1,1
North Carolina,371057,1,1
North Carolina,371058,1,1
North Carolina,371059,1,1
North Carolina,371060,2,2
North Carolina,371061,2,1
North Carolina,371062,1,1
North Carolina,371063,2,2
North Carolina,371064,2,3
North Carolina,371065,1,1
North Carolina,371066,1,1
North Carolina,371067,2,4
North Carolina,371068,2,3
North Carolina,371069,1,1
North Carolina,371070,2,1
North Carolina,371071,2,3
North Carolina,371072,2,2
North Carolina,371073,1,1
North Carolina,371074,2,4
North Carolina,371075,1,3
North Carolina,371076,2,2
North Carolina,371077,2,6
North Carolina,371078,2,2
North Carolina,371079,1,1
North Carolina,371080,1,2
North Carolina,371081,2,2
North Carolina,371082,1,1
North Carolina,371083,1,2
North Carolina,371084,1,1
North Carolina,371085,1,1
North Carolina,371086,4,5
North Carolina,371087,2,2
North Carolina,371088,1,1
North Carolina,371089,2,2
North Carolina,371090,1,2
North Carolina,371091,2,3
North Carolina,371092,1,1
North Carolina,371093,1,1
North Carolina,371094,2,4
North Carolina,371095,2,2
North Carolina,371096,2,4
North Carolina,371097,1,1
North Carolina,371098,1,1
North Carolina,371099,1,1
North Carolina,371100,2,3
North Carolina,371101,1,1
North Carolina,371102,1,1
North Carolina,371103,1,1
North Carolina,371104,1,1
North Carolina,371105,2,2
North Carolina,371106,2,3
North Carolina,371107,2,2
North Carolina,371108,1,1
North Carolina,371109,1,1
North Carolina,371110,2,2
North Carolina,371111,1,1
North Carolina,371112,3,3
North Carolina,371113,1,1
North Carolina,371114,2,8
North Carolina,371115,1,1
North Carolina,371116,1,1
North Carolina,371117,3,4
North Carolina,371118,1,1
North Carolina,371119,2,4
North Carolina,371120,1,1
North Carolina,371121,1,2
North Carolina,371122,1,1
North Carolina,371123,1,2
North Carolina,371124,2,2
North Carolina,371125,1,1
North Carolina,371126,1,1
North Carolina,371127,1,1
North Carolina,371128,2,2
North Carolina,371129,1,1
North Carolina,371130,6,7
North Carolina,371131,3,7
North Carolina,371132,1,1
North Carolina,371134,1,1
North Carolina,371135,2,3
North Carolina,371136,1,1
North Carolina,371137,1,1
North Carolina,371138,1,1
North Carolina,371139,1,1
North Carolina,371140,2,2
North Carolina,371141,1,1
North Carolina,371142,1,1
North Carolina,371143,3,5
North Carolina,371144,1,3
North Carolina,371145,2,5
North Carolina,371146,2,3
North Carolina,371147,2,3
North Carolina,371148,2,2
North Carolina,371150,1,1
North Carolina,371151,1,1
North Carolina,371152,1,1
North Carolina,371153,1,1
North Carolina,371154,1,2
North Carolina,371155,2,3
North Carolina,371156,1,2
North Carolina,371157,1,1
North Carolina,371158,1,1
North Carolina,371159,2,2
North Carolina,371160,2,2
North Carolina,371161,1,1
North Carolina,371162,1,2
North Carolina,371163,1,1
North Carolina,371164,1,1
North Carolina,371165,1,2
North Carolina,371166,1,1
North Carolina,371167,1,7
North Carolina,371168,1,1
North Carolina,371169,1,1
North Carolina,371170,2,2
North Carolina,371171,2,1
North Carolina,371172,1,1
North Carolina,371173,3,4
North Carolina,371174,1,3
North Carolina,371175,1,2
North Carolina,371176,1,1
North Carolina,371177,3,3
North Carolina,371178,1,1
North Carolina,371179,1,1
North Carolina,371180,1,1
North Carolina,371181,2,2
North Carolina,371182,1,1
North Carolina,371183,1,1
North Carolina,371184,1,1
North Carolina,371185,2,4
North Carolina,371186,1,1
North Carolina,371187,1,2
North Carolina,371188,3,3
North Carolina,371189,1,1
North Carolina,371190,1,1
North Carolina,371191,2,5
North Carolina,371192,2,5
North Carolina,371193,1,1
North Carolina,371194,2,2
North Carolina,371195,1,1
North Carolina,371196,2,2
North Carolina,371197,1,1
North Carolina,371198,2,4
North Carolina,371199,2,2
North Carolina,371200,1,2
North Carolina,371201,1,2
North Carolina,371202,2,2
North Carolina,371203,1,1
North Carolina,371204,2,5
North Carolina,371205,1,1
North Carolina,371206,2,2
North Carolina,371207,1,2
North Carolina,371208,2,2
North Carolina,371209,3,3
North Carolina,371210,1,1
North Carolina,371211,2,3
North Carolina,371212,2,0
North Carolina,371213,1,1
North Carolina,371214,2,5
North Carolina,371215,2,3
North Carolina,371216,2,2
North Carolina,371217,2,2
North Carolina,371218,1,1
North Carolina,371219,1,1
North Carolina,371220,2,3
North Carolina,371221,3,6
North Carolina,371222,2,2
North Carolina,371223,1,1
North Carolina,371224,2,2
North Carolina,371225,1,1
North Carolina,371226,2,3
North Carolina,371227,1,1
North Carolina,371228,1,1
North Carolina,371229,4,4
North Carolina,371230,1,1
North Carolina,371231,1,1
North Carolina,371232,1,4
North Carolina,371233,1,2
North Carolina,371234,1,1
North Carolina,371235,1,3
North Carolina,371236,2,2
North Carolina,371237,1,1
North Carolina,371238,3,3
North Carolina,371239,2,3
North Carolina,371240,1,1
North Carolina,371241,1,1
North Carolina,371242,2,6
North Carolina,371243,1,1
North Carolina,371244,2,5
North Carolina,371245,1,3
North Carolina,371246,2,2
North Carolina,371247,1,1
North Carolina,371248,2,5
North Carolina,371249,2,8
North Carolina,371250,2,3
North Carolina,371251,1,1
North Carolina,371252,1,1
North Carolina,371253,1,1
North Carolina,371254,1,1
North Carolina,371255,1,2
North Carolina,371256,2,1
North Carolina,371257,1,1
North Carolina,371258,1,2
North Carolina,371259,2,2
North Carolina,371260,1,1
North Carolina,371261,2,4
North Carolina,371262,2,3
North Carolina,371263,2,4
North Carolina,371264,2,2
North Carolina,371265,3,3
North Carolina,371266,2,2
North Carolina,371267,2,2
North Carolina,371268,2,5
North Carolina,371269,2,3
North Carolina,371270,1,6
North Carolina,371271,1,2
North Carolina,371272,1,1
North Carolina,371273,2,2
North Carolina,371274,1,1
North Carolina,371275,1,1
North Carolina,371276,2,3
North Carolina,371277,1,1
North Carolina,371278,3,3
North Carolina,371279,1,1
North Carolina,371280,1,1
North Carolina,371281,3,5
North Carolina,371282,1,1
North Carolina,371283,2,3
North Carolina,371284,1,1
North Carolina,371285,1,1
North Carolina,371286,1,1
North Carolina,371287,2,5
North Carolina,371288,2,2
North Carolina,371289,1,1
North Carolina,371290,1,4
North Carolina,371291,2,3
North Carolina,371292,1,1
North Carolina,371293,1,1
North Carolina,371294,1,3
North Carolina,371295,1,1
North Carolina,371296,1,1
North Carolina,371297,1,2
North Carolina,371298,2,3
North Carolina,371299,3,3
North Carolina,371300,1,1
North Carolina,371301,3,3
North Carolina,371302,1,1
North Carolina,371303,1,2
North Carolina,371304,1,1
North Carolina,371305,2,3
North Carolina,371306,1,5
North Carolina,371307,1,1
North Carolina,371308,1,1
North Carolina,371309,1,1
North Carolina,371310,3,2
North Carolina,371311,2,0
North Carolina,371312,1,1
North Carolina,371313,1,2
North Carolina,371314,1,1
North Carolina,371315,1,2
North Carolina,371316,1,1
North Carolina,371317,2,8
North Carolina,371318,1,2
North Carolina,371319,2,2
North Carolina,371320,1,1
North Carolina,371321,2,3
North Carolina,371322,2,3
North Carolina,371323,1,2
North Carolina,371324,1,1
North Carolina,371325,1,1
North Carolina,371326,2,2
North Carolina,371327,2,2
North Carolina,371328,2,3
North Carolina,371329,2,3
North Carolina,371330,1,2
North Carolina,371331,1,1
North Carolina,371332,1,1
North Carolina,371333,1,1
North Carolina,371334,1,1
North Carolina,371335,2,2
North Carolina,371336,1,1
North Carolina,371337,1,2
North Carolina,371338,2,2
North Carolina,371339,1,1
North Carolina,371340,3,4
North Carolina,371341,1,2
North Carolina,371342,2,1
North Carolina,371343,1,3
North Carolina,371344,2,2
North Carolina,371345,1,1
North Carolina,371346,2,3
North Carolina,371347,2,3
North Carolina,371348,1,2
North Carolina,371349,2,3
North Carolina,371350,1,1
North Carolina,371351,1,2
North Carolina,371352,1,1
North Carolina,371353,2,3
North Carolina,371354,2,2
North Carolina,371355,2,2
North Carolina,371356,2,9
North Carolina,371357,1,2
Virginia,510001,3,3
Virginia,510002,3,6
Virginia,510003,2,2
Virginia,510004,1,1
Virginia,510005,1,1
Virginia,510006,2,2
Virginia,510007,1,1
Virginia,510008,1,1
Virginia,510009,2,2
Virginia,510010,2,2
Virginia,510011,2,6
Virginia,510012,2,2
Virginia,510013,1,1
Virginia,510014,1,1
Virginia,510015,1,1
Virginia,510016,2,5
Virginia,510017,2,2
Virginia,510018,1,1
Virginia,510019,1,2
Virginia,510020,1,1
Virginia,510021,1,1
Virginia,510022,1,1
Virginia,510023,1,1
Virginia,510024,3,4
Virginia,510025,1,1
Virginia,510026,1,1
Virginia,510027,2,2
Virginia,510028,1,2
Virginia,510029,1,1
Virginia,510030,2,3
Virginia,510031,2,2
Virginia,510032,1,1
Virginia,510033,2,2
Virginia,510034,2,2
Virginia,510035,2,4
Virginia,510036,1,1
Virginia,510037,1,1
Virginia,510038,2,2
Virginia,510039,1,1
Virginia,510040,2,2
Virginia,510041,2,4
Virginia,510042,1,1
Virginia,510043,1,1
Virginia,510044,1,1
Virginia,510046,1,3
Virginia,510047,3,3
Virginia,510048,1,2
Virginia,510049,2,1
Virginia,510050,1,1
Virginia,510051,1,1
Virginia,510052,1,1
Virginia,510053,2,2
Virginia,510055,1,1
Virginia,510056,1,1
Virginia,510057,2,3
Virginia,510058,2,3
Virginia,510059,2,2
Virginia,510060,1,1
Virginia,510061,1,1
Virginia,510062,2,2
Virginia,510063,2,2
Virginia,510064,2,2
Virginia,510065,1,1
Virginia,510066,1,1
Virginia,510067,1,1
Virginia,510068,1,2
Virginia,510069,1,1
Virginia,510070,1,1
Virginia,510071,1,1
Virginia,510072,2,3
Virginia,510073,2,3
Virginia,510074,1,1
Virginia,510075,2,2
Virginia,510076,2,2
Virginia,510077,1,1
Virginia,510078,1,1
Virginia,510079,1,2
Virginia,510080,1,1
Virginia,510081,1,1
Virginia,510082,1,1
Virginia,510083,1,1
Virginia,510084,3,3
Virginia,510085,7,7
Virginia,510086,1,2
Virginia,510087,2,3
Virginia,510088,1,1
Virginia,510089,1,1
Virginia,510090,2,4
Virginia,510091,1,1
Virginia,510092,2,3
Virginia,510093,1,1
Virginia,510094,2,5
Virginia,510095,1,1
Virginia,510096,1,2
Virginia,510097,2,5
Virginia,510098,1,1
Virginia,510099,2,2
Virginia,510100,1,1
Virginia,510101,2,2
Virginia,510102,2,4
Virginia,510103,1,2
Virginia,510104,1,1
Virginia,510105,1,1
Virginia,510106,1,1
Virginia,510107,1,1
Virginia,510108,2,2
Virginia,510109,2,2
Virginia,510110,1,2
Virginia,510111,1,1
Virginia,510112,1,1
Virginia,510113,3,3
Virginia,510114,1,1
Virginia,510115,2,3
Virginia,510116,1,3
Virginia,510117,1,1
Virginia,510118,1,2
Virginia,510119,1,1
Virginia,510120,1,1
Virginia,510121,1,1
Virginia,510122,2,2
Virginia,510123,1,1
Virginia,510124,2,2
Virginia,510125,2,2
Virginia,510126,2,2
Virginia,510127,2,2
Virginia,510128,1,3
Virginia,510129,1,1
Virginia,510130,1,1
Virginia,510131,1,1
Virginia,510132,3,3
Virginia,510133,2,3
Virginia,510134,1,5
Virginia,510135,2,2
Virginia,510136,1,1
Virginia,510137,2,1
Virginia,510138,2,2
Virginia,510139,1,1
Virginia,510141,1,1
Virginia,510142,1,1
Virginia,510143,1,1
Virginia,510144,2,2
Virginia,510145,3,1
Virginia,510146,1,1
Virginia,510147,1,1
Virginia,510148,1,1
Virginia,510149,1,1
Virginia,510150,2,2
Virginia,510151,1,2
Virginia,510152,1,1
Virginia,510153,2,5
Virginia,510154,1,1
Virginia,510155,1,1
Virginia,510156,1,2
Virginia,510157,1,2
Virginia,510158,2,2
Virginia,510159,2,4
Virginia,510160,1,1
Virginia,510161,2,2
Virginia,510162,1,1
Virginia,510163,2,2
Virginia,510164,2,3
Virginia,510165,1,1
Virginia,510166,1,1
Virginia,510167,1,3
Virginia,510168,1,1
Virginia,510169,1,1
Virginia,510170,1,1
Virginia,510171,2,2
Virginia,510172,2,2
Virginia,510173,1,1
Virginia,510174,1,2
Virginia,510175,1,2
Virginia,510176,2,2
Virginia,510177,2,3
Virginia,510178,1,1
Virginia,510179,2,3
Virginia,510180,2,2
Virginia,510181,1,1
Virginia,510182,2,2
Virginia,510183,3,4
Virginia,510184,1,1
Virginia,510185,2,3
Virginia,510186,1,1
Virginia,510187,2,6
Virginia,510188,1,1
Virginia,510189,1,1
Virginia,510190,1,2
Virginia,510191,1,1
Virginia,510193,2,3
Virginia,510194,2,2
Virginia,510195,1,2
Virginia,510196,2,5
Virginia,510197,1,1
Virginia,510198,1,2
Virginia,510199,1,1
Virginia,510200,1,1
Virginia,510201,2,2
Virginia,510202,2,2
Virginia,510203,1,1
Virginia,510204,1,6
Virginia,510205,2,3
Virginia,510206,2,2
Virginia,510207,1,1
Virginia,510208,1,2
Virginia,510209,2,2
Virginia,510210,1,1
Virginia,510211,1,5
Virginia,510212,1,1
Virginia,510213,1,1
Virginia,510214,1,1
Virginia,510215,1,1
Virginia,510216,2,3
Virginia,510217,2,2
Virginia,510218,1,1
Virginia,510219,1,1
Virginia,510220,1,1
Virginia,510221,2,2
Virginia,510222,4,6
Virginia,510223,2,2
Virginia,510224,1,1
Virginia,510225,1,3
Virginia,510226,1,3
Virginia,510227,1,1
Virginia,510228,2,3
Virginia,510229,1,1
Virginia,510230,1,1
Virginia,510231,1,2
Virginia,510232,1,1
Virginia,510233,1,1
Virginia,510234,1,2
Virginia,510235,1,1
Virginia,510236,1,1
Virginia,510237,2,3
Virginia,510238,2,4
Virginia,510239,1,1
Virginia,510240,1,1
Virginia,510241,1,1
Virginia,510242,1,1
Virginia,510243,1,1
Virginia,510244,1,1
Virginia,510245,1,1
Virginia,510246,1,1
Virginia,510247,1,1
Virginia,510248,2,2
Virginia,510249,1,1
Virginia,510250,2,2
Virginia,510251,1,1
Virginia,510252,2,2
Virginia,510253,2,3
Virginia,510254,1,2
Virginia,510255,2,2
Virginia,510256,1,1
Virginia,510257,1,2
Virginia,510258,1,4
Virginia,510259,1,4
Virginia,510260,3,6
Virginia,510261,1,2
Virginia,510262,2,3
Virginia,510263,1,1
Virginia,510264,1,1
Virginia,510265,1,1
Virginia,510266,1,1
Virginia,510267,2,2
Virginia,510268,1,1
Virginia,510269,1,1
Virginia,510270,1,1
Virginia,510271,2,2
Virginia,510272,1,1
Virginia,510273,2,2
Virginia,510274,3,6
Virginia,510275,2,3
Virginia,510276,2,2
Virginia,510277,1,1
Virginia,510278,2,3
Virginia,510279,2,2
Virginia,510280,2,2
Virginia,510281,1,1
Virginia,510282,1,1
Virginia,510283,1,1
Virginia,510284,1,1
Virginia,510285,2,2
Virginia,510286,1,2
Virginia,510287,2,2
Virginia,510288,2,3
Virginia,510289,1,1
Virginia,510290,1,1
Virginia,510291,1,1
Virginia,510292,2,4
Virginia,510293,2,2
Virginia,510294,2,3
Virginia,510295,3,4
Virginia,510296,2,2
Virginia,510297,2,4
Virginia,510298,2,17
Virginia,510299,2,2
Virginia,510300,1,1
Virginia,510301,1,1
Virginia,510302,4,4
Virginia,510303,1,3
Virginia,510304,2,4
Virginia,510305,1,1
Virginia,510306,4,4
Virginia,510307,1,1
Virginia,510308,1,1
Virginia,510309,1,1
Virginia,510310,1,1
Virginia,510311,1,1
Virginia,510312,2,3
Virginia,510313,3,3
Virginia,510314,1,3
Virginia,510315,2,2
Virginia,510316,1,1
Virginia,510317,1,1
Virginia,510318,1,2
Virginia,510319,2,1
Virginia,510320,1,1
Virginia,510321,1,1
Virginia,510322,1,1
Virginia,510323,2,2
Virginia,510324,1,1
Virginia,510325,2,5
Virginia,510326,3,3
Virginia,510327,2,3
Virginia,510328,1,1
Virginia,510329,1,1
Virginia,510330,2,2
Virginia,510331,1,1
Virginia,510332,1,1
Virginia,510333,2,2
Virginia,510334,1,1
Virginia,510335,1,1
Virginia,510336,1,1
Virginia,510337,1,1
Virginia,510338,1,1
Virginia,510339,2,4
Virginia,510340,1,1
Virginia,510341,1,1
Virginia,510342,1,1
Virginia,510343,1,1
Virginia,510344,2,3
Virginia,510345,1,3
Virginia,510346,2,2
Virginia,510347,2,2
Virginia,510348,1,2
Virginia,510349,1,2
Virginia,510350,1,1
Virginia,510351,1,1
Virginia,510352,3,4
Virginia,510353,1,1
Virginia,510354,4,7
Virginia,510355,1,3
Virginia,510356,1,2
Virginia,510357,1,1
Virginia,510358,1,1
Virginia,510359,1,1
Virginia,510360,1,1
Virginia,510361,1,1
Virginia,510362,1,2
Virginia,510363,1,1
Virginia,510364,3,3
Virginia,510365,1,2
Virginia,510366,1,2
Virginia,510367,2,2
Virginia,510368,3,5
Virginia,510369,2,2
